RecNum,EQID,EQName,Year,MoDay,StationName,StaSeqNum,StaID,M,Dip,Rake,Ztor,W,Rjb,Rrup,Azimuth,Vs30,VsFlag,Z1.0,Z1.5,Z2.5,PGA,PGV,PGD,T0.010S,T0.020S,T0.030S,T0.040S,T0.050S,T0.075S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.750S,T1.000S,T1.500S,T2.000S,T3.000S,T4.000S,T5.000S,T7.500S,T10.000S
1013,127,Northridge-01,1994,117,LA Dam,1,0,6.69,40,103,5,24.00556,0,5.92,90,628.99,1,713,2738,5034,0.452795,53.7045,17.0548,0.497057,0.472295,0.456606,0.474397,0.523727,0.525333,0.637879,0.750796,0.781902,0.757622,0.877396,0.772478,0.760859,0.643468,0.593671,0.392613,0.31327,0.159319,0.09361286,0.05228367,0.01761835,0.007717122
1014,127,Northridge-01,1994,117,LB - City Hall,293,14560,6.69,40,103,5,24.00556,53.94,57.68,37.73,381.23,1,624,1280,2771,0.04168976,4.11819,1.48349,0.04226081,0.04261779,0.04595931,0.04241176,0.04782669,0.0587405,0.07628808,0.09098431,0.114948,0.111773,0.121184,0.12595,0.09305153,0.08503184,0.06294097,0.05129015,0.03547121,0.02278363,0.009734471,0.003642256,0.001258161,0.000664149
1015,127,Northridge-01,1994,117,LB - Rancho Los Cerritos,287,14242,6.69,40,103,5,24.00556,47.79,51.89,34.73,405.1889,0,854,1774,3583,0.06886684,6.27563,2.14543,0.06963754,0.07013746,0.07212289,0.06923404,0.0770027,0.08584847,0.109413,0.184017,0.219507,0.269752,0.187679,0.163111,0.128253,0.09473345,0.102195,0.05630009,0.04256369,0.01922591,0.01435467,0.008641945,0.002767322,0.001254512
1016,127,Northridge-01,1994,117,La Crescenta - New York,555,90060,6.69,40,103,5,24.00556,17.81,18.5,-8.84,445.98306,0,82,247,320,0.173148,11.5236,2.29228,0.175309,0.17612,0.182786,0.20152,0.222631,0.252005,0.398948,0.404644,0.500868,0.440732,0.354119,0.34302,0.438842,0.178956,0.137384,0.05685115,0.02524421,0.01009472,0.007982218,0.005341562,0.002506743,0.001227038
1017,127,Northridge-01,1994,117,La Habra - Briarcliff,568,90074,6.69,40,103,5,24.00556,58.32,59.62,12.83,361.1677,0,837,1725,3253,0.147988,10.1248,1.10053,0.149812,0.150156,0.151659,0.153166,0.160918,0.159258,0.180896,0.220794,0.395224,0.355531,0.452634,0.398169,0.244837,0.176821,0.0999668,0.04943452,0.03013655,0.01187488,0.005297498,0.002236223,0.001092074,0.00049447
1018,127,Northridge-01,1994,117,La Puente - Rimgrove Av,566,90072,6.69,40,103,5,24.00556,56.36,56.59,0.7,308.64509,0,176,403,2360,0.114748,8.51278,0.740288,0.115643,0.115907,0.118958,0.119835,0.119686,0.126658,0.143918,0.164383,0.257394,0.243244,0.278429,0.454158,0.323602,0.140119,0.05690304,0.01823759,0.008716862,0.003520167,0.001917672,0.001214325,0.000533734,0.00029936
1019,127,Northridge-01,1994,117,Lake Hughes #1,320,24271,6.69,40,103,5,24.00556,35.46,35.81,-96.28,425.34,1,0,0,0,0.07959798,9.64481,3.19997,0.08037794,0.08109073,0.08151611,0.08022788,0.08122541,0.08991342,0.104477,0.164958,0.171222,0.242925,0.191811,0.205881,0.213859,0.205081,0.170974,0.05978774,0.02611591,0.01413965,0.00857582,0.007604885,0.005077323,0.002642405
1020,127,Northridge-01,1994,117,Lake Hughes #12A,356,24607,6.69,40,103,5,24.00556,20.77,21.36,-112.32,602.1,1,17.5,87,320,0.215307,9.97058,4.43743,0.21856,0.216837,0.221065,0.227754,0.227174,0.34853,0.451526,0.6679,0.586223,0.629966,0.325852,0.243258,0.196204,0.09495322,0.06084492,0.03296023,0.03753022,0.02153752,0.01973883,0.01599117,0.00743412,0.003039735
1021,127,Northridge-01,1994,117,Lake Hughes #4 - Camp Mend,78,24469,6.69,40,103,5,24.00556,31.27,31.66,-101.4,821.68948,0,0,0,0,0.07925244,5.49288,3.01966,0.08024662,0.08051708,0.0809232,0.08777675,0.08296687,0.109191,0.165234,0.279226,0.178668,0.204796,0.19806,0.124845,0.10433,0.07859886,0.06135777,0.0249752,0.01732289,0.01001588,0.007954971,0.007975876,0.005059684,0.002486115
1022,127,Northridge-01,1994,117,Lake Hughes #4B - Camp Mend,346,24523,6.69,40,103,5,24.00556,31.3,31.69,-101.25,554.002,0,0,0,0,0.04755672,4.27307,2.13064,0.04805197,0.04836512,0.05101706,0.05020784,0.05188454,0.06537493,0.08686382,0.171651,0.123163,0.08951423,0.100418,0.07722689,0.0779183,0.04969248,0.0396976,0.01763792,0.01244229,0.007457756,0.007473657,0.007033952,0.004150961,0.001822329
1023,127,Northridge-01,1994,117,Lake Hughes #9,79,127,6.69,40,103,5,24.00556,24.86,25.36,-113.5,670.84,1,8.3,28.5,320,0.168952,9.01519,3.31053,0.171549,0.172772,0.179095,0.179463,0.18832,0.234118,0.307913,0.517408,0.64294,0.460034,0.361632,0.176141,0.15087,0.06053651,0.03392471,0.0311579,0.02462879,0.01557094,0.01582433,0.01282742,0.005696233,0.002431079
1024,127,Northridge-01,1994,117,Lakewood - Del Amo Blvd,577,90084,6.69,40,103,5,24.00556,53.57,56.92,26.64,234.88254,0,1233,2540,5396,0.129536,9.85978,2.3158,0.131773,0.130692,0.137277,0.140549,0.133276,0.199476,0.222972,0.419875,0.375114,0.431213,0.375091,0.36589,0.185177,0.213659,0.116377,0.07545853,0.0553054,0.02149673,0.01399238,0.008732573,0.002273308,0.001298346
1025,127,Northridge-01,1994,117,Lancaster - Fox Airfield Grnd,343,24475,6.69,40,103,5,24.00556,51.88,52.12,-90,271.441,0,NA,NA,NA,0.07370497,6.18725,1.38352,0.07443009,0.07519352,0.07596171,0.07383195,0.07744264,0.09027193,0.108249,0.126889,0.165864,0.16224,0.134487,0.139994,0.144641,0.174502,0.09703299,0.07017635,0.04866722,0.01405467,0.005359029,0.003527801,0.001114395,0.000549829
1026,127,Northridge-01,1994,117,Lawndale - Osage Ave,540,90045,6.69,40,103,5,24.00556,34.31,39.91,47.93,361.1677,0,761,1600,4234,0.114527,8.21857,2.75531,0.116473,0.115957,0.119589,0.13419,0.137495,0.217476,0.35457,0.251387,0.222049,0.198242,0.232649,0.24971,0.196145,0.178754,0.129715,0.08930831,0.06550086,0.03027437,0.01812143,0.009437311,0.002884695,0.001773881
1027,127,Northridge-01,1994,117,Leona Valley #1,327,24305,6.69,40,103,5,24.00556,36.86,37.19,-90,684.935,0,0,0,0,0.07527756,6.28782,1.84569,0.07601821,0.07661221,0.0791981,0.07827447,0.08161765,0.105296,0.169678,0.175943,0.165133,0.174251,0.147019,0.146763,0.129615,0.105713,0.10437,0.03879473,0.04279331,0.01834822,0.00988697,0.004749683,0.001955373,0.00094674
1028,127,Northridge-01,1994,117,Leona Valley #2,328,24306,6.69,40,103,5,24.00556,36.9,37.24,-90,445.98306,0,0,0,0,0.07710066,6.89235,1.85454,0.07787592,0.07840779,0.07664917,0.07911891,0.0827028,0.116456,0.134715,0.221372,0.165614,0.184011,0.142929,0.147034,0.117323,0.103533,0.110805,0.04025696,0.04640957,0.01826902,0.009391828,0.005075304,0.00194969,0.00099586
1029,127,Northridge-01,1994,117,Leona Valley #3,329,24307,6.69,40,103,5,24.00556,37,37.33,-90,684.935,0,NA,NA,NA,0.08869493,7.63269,1.93277,0.08950169,0.09003964,0.09313409,0.0978487,0.09950601,0.130904,0.144144,0.167853,0.160012,0.192918,0.165484,0.177572,0.162073,0.111995,0.132399,0.04668759,0.04690529,0.0195987,0.0103756,0.005027887,0.002124061,0.001160921
1030,127,Northridge-01,1994,117,Leona Valley #4,330,24308,6.69,40,103,5,24.00556,37.23,37.57,-90,445.98306,0,0,0,0,0.07609999,10.0439,2.07169,0.07635906,0.0768164,0.08035698,0.07743572,0.07982417,0.09751961,0.09783962,0.129655,0.16053,0.17521,0.137969,0.181266,0.123849,0.181835,0.203253,0.08036131,0.06092407,0.0220262,0.01050438,0.004787155,0.001820086,0.001081483
1031,127,Northridge-01,1994,117,Leona Valley #5 - Ritter,314,24055,6.69,40,103,5,24.00556,37.47,37.8,-90,445.98306,0,0,0,0,0.127549,15.2829,2.60977,0.128361,0.129539,0.127325,0.12816,0.131138,0.15182,0.153893,0.216191,0.316898,0.321051,0.317285,0.278007,0.177572,0.293598,0.251459,0.106794,0.07535642,0.02330732,0.01284151,0.006650449,0.002371575,0.001362291
1032,127,Northridge-01,1994,117,Leona Valley #6,331,24309,6.69,40,103,5,24.00556,37.7,38.03,-90,327.44,1,0,0,0,0.141636,11.773,1.69857,0.143168,0.14461,0.143372,0.142328,0.152141,0.173306,0.265998,0.386424,0.538309,0.428806,0.374296,0.280073,0.270099,0.187216,0.109145,0.04924526,0.03705469,0.0168531,0.007061055,0.005123865,0.001641194,0.000731103
1033,127,Northridge-01,1994,117,Littlerock - Brainard Can,309,23595,6.69,40,103,5,24.00556,46.31,46.58,-58.55,821.68948,0,NA,NA,NA,0.06833076,4.93112,1.12962,0.06882865,0.06854232,0.070186,0.07107884,0.07496279,0.07593469,0.08835787,0.125228,0.185491,0.13107,0.154867,0.103128,0.140024,0.122223,0.117551,0.03099544,0.01985743,0.01297527,0.008250092,0.004074982,0.001081111,0.000519532
1034,127,Northridge-01,1994,117,Malibu - Point Dume Sch,335,24396,6.69,40,103,5,24.00556,26.77,33.67,90,349.54,1,0,0,0,0.104569,8.62819,1.92573,0.105928,0.106892,0.107494,0.107122,0.113363,0.138034,0.166346,0.274136,0.236875,0.307143,0.23514,0.24427,0.173306,0.140468,0.09846293,0.07750053,0.06234483,0.02333165,0.008456122,0.004320251,0.001497491,0.000802094
1035,127,Northridge-01,1994,117,Manhattan Beach - Manhattan,541,90046,6.69,40,103,5,24.00556,33.56,39.29,53.03,405.1889,0,644,1323,2177,0.165719,16.8815,3.44224,0.166956,0.165864,0.168457,0.182495,0.184401,0.216858,0.263162,0.283115,0.392465,0.339761,0.314108,0.367567,0.34207,0.25444,0.137478,0.07360266,0.04590313,0.03954056,0.02223853,0.008852252,0.004122708,0.004439591
1036,127,Northridge-01,1994,117,Mojave - Hwys 14 & 58,368,34093,6.69,40,103,5,24.00556,85.28,85.43,-95.12,308.64509,0,320,686,2894,0.04506049,3.62546,0.67197,0.0455739,0.04599071,0.04546246,0.04551123,0.04558755,0.0522329,0.05378529,0.07996228,0.09760927,0.09803878,0.139113,0.104578,0.06729506,0.08422969,0.101027,0.0260337,0.01128563,0.004982345,0.002834869,0.001583467,0.000550831,0.000263928
1037,127,Northridge-01,1994,117,Mojave - Oak Creek Canyon,369,34237,6.69,40,103,5,24.00556,75.64,75.8,-106.54,338.539,0,NA,NA,NA,0.05224244,3.00642,0.473256,0.05285431,0.05335946,0.05279658,0.05249088,0.054287,0.05739302,0.06703074,0.128652,0.174488,0.202194,0.121987,0.12775,0.06090251,0.03417334,0.03137373,0.02169626,0.01154191,0.004536042,0.003162568,0.001819814,0.000422696,0.000170333
1038,127,Northridge-01,1994,117,Montebello - Bluff Rd.,520,90011,6.69,40,103,5,24.00556,43.22,45.03,17.64,405.1889,0,881,1840,3903,0.15475,8.20842,1.8422,0.157603,0.159633,0.169746,0.175192,0.172301,0.198196,0.231949,0.341967,0.471477,0.513299,0.456953,0.411286,0.246279,0.174893,0.09375516,0.03887351,0.03011506,0.01776735,0.0108414,0.00554528,0.002619898,0.00114583
1039,127,Northridge-01,1994,117,Moorpark - Fire Sta,325,24283,6.69,40,103,5,24.00556,16.92,24.76,125.15,405.1889,0,300,310,2458,0.229051,22.3072,4.12844,0.232458,0.235005,0.235319,0.238831,0.241976,0.252179,0.278809,0.378096,0.591928,0.661482,0.59519,0.707288,0.353434,0.329114,0.23671,0.147985,0.08296642,0.03790465,0.02520415,0.01708726,0.005527173,0.002547261
1040,127,Northridge-01,1994,117,Mt Baldy - Elementary Sch,305,23572,6.69,40,103,5,24.00556,71.3,71.47,-26.17,338.539,0,NA,NA,NA,0.07582788,4.07118,0.43187,0.07692268,0.07645307,0.07817168,0.07843302,0.08597643,0.121502,0.145382,0.199336,0.192566,0.197784,0.210843,0.219263,0.129276,0.06290226,0.04404585,0.01644414,0.00763018,0.003241098,0.001852086,0.000966216,0.000328338,0.000180261
1041,127,Northridge-01,1994,117,Mt Wilson - CIT Seis Sta,336,24399,6.69,40,103,5,24.00556,35.53,35.88,-18.18,821.68948,0,0,0,0,0.167828,6.41294,0.582132,0.17093,0.172528,0.168906,0.173143,0.200509,0.243554,0.256306,0.415144,0.609817,0.428272,0.258591,0.170928,0.114706,0.093226,0.04783435,0.03287621,0.01212719,0.005784709,0.002561306,0.001125237,0.000570906,0.000304021
1042,127,Northridge-01,1994,117,N Hollywood - Coldwater Can,518,90009,6.69,40,103,5,24.00556,7.89,12.51,49.21,445.98306,0,596,1080,2596,0.279195,23.9281,8.94041,0.282923,0.279687,0.283617,0.303891,0.30458,0.39864,0.453295,0.709043,0.974368,1.01199,0.548311,0.515014,0.403505,0.348653,0.318971,0.164449,0.183466,0.0748831,0.05794115,0.0250107,0.008591389,0.004991
1043,127,Northridge-01,1994,117,Neenach - Sacatara Ck,352,24586,6.69,40,103,5,24.00556,51.61,51.85,-115.68,308.64509,0,NA,NA,NA,0.06468777,12.7194,6.1042,0.0650036,0.06500652,0.0649389,0.06526483,0.06541267,0.06945351,0.07018133,0.09685005,0.102461,0.09407878,0.111092,0.142351,0.141235,0.143229,0.08545525,0.09099194,0.09362446,0.03689794,0.03377612,0.02295049,0.01160827,0.005069063
1044,127,Northridge-01,1994,117,Newhall - Fire Sta,324,24279,6.69,40,103,5,24.00556,3.16,5.92,-90,269.14,1,NA,1120,NA,0.69802,81.8263,26.0532,0.707805,0.717622,0.723136,0.719466,0.723123,0.830301,0.944467,1.2147,1.49092,2.3113,2.26626,1.21749,1.28079,1.29516,0.825047,0.466124,0.299595,0.14686,0.09888823,0.0580678,0.02355845,0.01265344
1045,127,Northridge-01,1994,117,Newhall - W Pico Canyon Rd.,551,90056,6.69,40,103,5,24.00556,2.11,5.48,159.45,285.93,1,318,1192,3344,0.38477,79.066,30.2078,0.385979,0.385116,0.385784,0.385967,0.387412,0.39425,0.396049,0.494492,0.558332,0.727199,0.60858,0.622591,0.876658,0.70762,0.715916,0.616449,0.50777,0.253352,0.128215,0.07717462,0.03226867,0.01617423
1046,127,Northridge-01,1994,117,Newport Bch - Irvine Ave. F.S,276,13160,6.69,40,103,5,24.00556,83.01,85.49,24.42,405.1889,0,320,537,2738,0.04717086,4.34853,1.19332,0.0475128,0.047864,0.04739282,0.04736225,0.04825665,0.05006306,0.0623346,0.113151,0.145516,0.1755,0.145366,0.139239,0.125415,0.09613203,0.05611752,0.04303011,0.03382747,0.01744387,0.01081834,0.005680967,0.001812893,0.000632701
1047,127,Northridge-01,1994,117,Newport Bch - Newp & Coast,282,13610,6.69,40,103,5,24.00556,82.03,84.54,26.3,370.789,0,NA,600,NA,0.09271736,6.58123,1.34096,0.09368804,0.09282804,0.09350426,0.09396311,0.09361716,0.101215,0.111918,0.13082,0.168289,0.257975,0.331787,0.249084,0.144089,0.105555,0.06505098,0.04653189,0.03584955,0.01828849,0.009508764,0.00433393,0.001767928,0.000815466
1048,127,Northridge-01,1994,117,Northridge - 17645 Saticoy St,512,90003,6.69,40,103,5,24.00556,0,12.09,90,280.86,1,556,1303,3174,0.411426,48.0408,15.9567,0.416419,0.413432,0.427116,0.455161,0.483452,0.570229,0.826318,0.777925,0.991217,0.904804,1.11193,1.33831,1.00701,0.726902,0.526197,0.37973,0.331213,0.136779,0.07738118,0.05283459,0.01687947,0.007967974
1049,127,Northridge-01,1994,117,Pacific Palisades - Sunset,544,90049,6.69,40,103,5,24.00556,13.34,24.08,79.26,445.98306,0,160,320,366.48,0.331573,22.6474,5.99361,0.335123,0.333108,0.34579,0.362134,0.365434,0.402868,0.510306,0.651767,1.22616,1.09986,0.90715,0.634822,0.516295,0.255751,0.149854,0.118598,0.06729293,0.0373123,0.02463702,0.01381849,0.006421524,0.003900536
1052,127,Northridge-01,1994,117,Pacoima Kagel Canyon,316,24088,6.69,40,103,5,24.00556,5.26,7.26,-25.73,508.08,1,129,231,1295,0.348232,45.3808,11.3965,0.349322,0.352004,0.348941,0.349837,0.351948,0.367314,0.430282,0.531869,0.636805,0.786448,0.934371,0.840057,0.834114,0.793813,0.42574,0.239881,0.156958,0.08506255,0.07765537,0.03377074,0.01075768,0.005767399
1053,127,Northridge-01,1994,117,Palmdale - Hwy 14 & Palmdale,345,24521,6.69,40,103,5,24.00556,41.37,41.67,-80.96,551.56,1,NA,NA,NA,0.06761626,8.6801,1.78148,0.06816868,0.06799766,0.06909696,0.07009793,0.07805167,0.112996,0.195056,0.159487,0.163432,0.122722,0.146197,0.121732,0.148733,0.132218,0.16367,0.08727077,0.03981484,0.01371396,0.01055558,0.006460954,0.001681944,0.000778411
1054,127,Northridge-01,1994,117,Pardee - SCE,921,99999,6.69,40,103,5,24.00556,5.54,7.46,-106.6,345.419,0,NA,NA,NA,0.505409,58.259,13.2941,0.506339,0.509625,0.51584,0.564564,0.635845,0.813966,0.719168,0.726269,0.753384,0.854047,0.80399,0.730865,0.848517,1.20184,1.06713,0.722524,0.307279,0.09557696,0.04533342,0.02548879,0.01021936,0.005581871
1055,127,Northridge-01,1994,117,Pasadena - N Sierra Madre,587,90095,6.69,40,103,5,24.00556,35.77,36.12,-7.68,455.3754,0,200,502,1198,0.233679,12.9844,1.24908,0.237071,0.234451,0.241957,0.2526,0.271359,0.284636,0.339775,0.443105,0.602897,0.565622,0.608527,0.751273,0.369838,0.178435,0.09179844,0.05328065,0.02028473,0.008290949,0.00582175,0.00333059,0.001032928,0.000609191
1056,127,Northridge-01,1994,117,Phelan - Wilson Ranch,310,23597,6.69,40,103,5,24.00556,85.75,85.9,-44.75,308.64509,0,NA,NA,NA,0.05684226,4.62958,1.06443,0.05776235,0.05699382,0.05898029,0.05954391,0.06055709,0.06986275,0.100459,0.12383,0.133131,0.133229,0.110592,0.111239,0.09294361,0.09380306,0.08521306,0.0283443,0.02515783,0.01760319,0.00753554,0.00487518,0.001036052,0.00050026
1057,127,Northridge-01,1994,117,Playa Del Rey - Saran,542,90047,6.69,40,103,5,24.00556,24.42,31.74,57.95,405.1889,0,765,1600,1990,0.10398,14.1153,6.06171,0.105093,0.105043,0.106455,0.113201,0.111987,0.134429,0.182921,0.181754,0.189426,0.230999,0.219832,0.22335,0.269104,0.236734,0.163479,0.13179,0.09221886,0.04820202,0.03826768,0.02539631,0.007941967,0.004896849
1058,127,Northridge-01,1994,117,Point Mugu - Laguna Peak,362,25148,6.69,40,103,5,24.00556,36.61,41.93,112.4,376.073,0,NA,304,NA,0.175263,14.5168,1.56098,0.176833,0.179247,0.175698,0.175842,0.179745,0.206502,0.23547,0.285637,0.353763,0.444879,0.569531,0.650162,0.458668,0.209791,0.09051239,0.04619497,0.02233251,0.007749237,0.003860322,0.002554719,0.001217716,0.00063611
1059,127,Northridge-01,1994,117,Port Hueneme - Naval Lab.,86,25281,6.69,40,103,5,24.00556,47.58,51.79,122.48,271.441,0,900,1897,2406.25,0.09651489,8.15808,2.45344,0.09711066,0.09823817,0.09816229,0.09687115,0.09838893,0.105433,0.115162,0.172494,0.181656,0.204757,0.243985,0.354498,0.24883,0.159746,0.136702,0.07409957,0.05758423,0.01971915,0.01429013,0.01162101,0.004634938,0.001959192
1060,127,Northridge-01,1994,117,Rancho Cucamonga - Deer Can,311,23598,6.69,40,103,5,24.00556,79.83,79.99,-21.69,821.68948,0,20,640,760,0.06454937,4.43972,0.726808,0.06566428,0.06488878,0.06604858,0.06697662,0.06742777,0.07030191,0.107968,0.160589,0.231416,0.197323,0.189198,0.1498,0.09578548,0.06265553,0.04184749,0.02004705,0.0120159,0.006123547,0.002592298,0.001462692,0.000569829,0.000303299
1061,127,Northridge-01,1994,117,Rancho Palos Verdes - Hawth,291,14404,6.69,40,103,5,24.00556,48.02,52.18,54.86,477.652,0,0,0,0,0.06397332,4.5524,0.858422,0.06513493,0.06588414,0.06585535,0.06530999,0.06682422,0.07198343,0.09455128,0.136697,0.195906,0.142374,0.158737,0.137908,0.10196,0.09702596,0.06074659,0.01913876,0.009021058,0.008402077,0.005035892,0.002411887,0.000759729,0.000377266
1062,127,Northridge-01,1994,117,Rancho Palos Verdes - Luconia,539,90044,6.69,40,103,5,24.00556,50.47,54.45,49.76,508.83,1,0,0,0,0.141378,9.81374,0.762975,0.142757,0.141951,0.144078,0.144319,0.15074,0.157742,0.174073,0.187941,0.255411,0.386554,0.589083,0.390772,0.229376,0.177657,0.08444529,0.02679326,0.01446379,0.006803696,0.003676949,0.001631977,0.000601653,0.00032176
1063,127,Northridge-01,1994,117,Rinaldi Receiving Sta,63,77,6.69,40,103,5,24.00556,0,6.5,90,282.25,1,NA,2727,NA,0.633609,109.237,28.2598,0.637895,0.637273,0.740608,0.832743,0.859558,0.839614,1.00097,1.20984,1.28859,1.55027,1.8287,1.65784,1.35271,1.37011,1.18375,0.700854,0.496464,0.260201,0.10656,0.06513673,0.02719596,0.0143119
1064,127,Northridge-01,1994,117,Riverside Airport,275,13123,6.69,40,103,5,24.00556,98.83,98.96,-9.12,370.789,0,240,640,760,0.05745693,2.85644,0.375013,0.05840762,0.0590422,0.05735893,0.05793168,0.06263102,0.06630009,0.08722227,0.135187,0.212599,0.206197,0.141725,0.06040921,0.04442515,0.02500793,0.01754284,0.01292074,0.008240727,0.003018968,0.001749421,0.000902505,0.000314068,0.000197141
1065,127,Northridge-01,1994,117,Rolling Hills Est-Rancho Vista,292,14405,6.69,40,103,5,24.00556,44.89,49.32,50.94,376.073,0,320,399,500,0.107689,7.30063,1.16972,0.108881,0.110301,0.109799,0.108207,0.1107,0.118876,0.134454,0.163552,0.238706,0.275778,0.336266,0.248505,0.259923,0.11563,0.07384208,0.03540595,0.01574358,0.01011118,0.007336799,0.003145347,0.000917201,0.000546064
1066,127,Northridge-01,1994,117,Rosamond - Airport,317,24092,6.69,40,103,5,24.00556,64.6,64.8,-90,345.419,0,NA,NA,NA,0.05548771,4.0003,0.61416,0.0565399,0.05726662,0.05614768,0.05663846,0.05721934,0.06460394,0.09156644,0.123253,0.125608,0.186939,0.202215,0.135623,0.09627351,0.06495702,0.03648476,0.02543248,0.01018576,0.005920391,0.004087617,0.002063812,0.000456732,0.000248105
1067,127,Northridge-01,1994,117,San Bernardino - CSUSB Gr,312,23672,6.69,40,103,5,24.00556,103.04,103.16,-25.04,345.419,0,255,672,840,0.05288223,3.32847,0.51819,0.05358414,0.05326328,0.05359054,0.05462085,0.05519459,0.05794555,0.07166087,0.136957,0.122658,0.148071,0.116644,0.08787387,0.10137,0.08711708,0.05508642,0.01953856,0.01134449,0.00491451,0.001728932,0.001053405,0.000421735,0.000222657
1068,127,Northridge-01,1994,117,San Bernardino - Co Service Bldg - Freefield,1230,5245,6.69,40,103,5,24.00556,107.59,107.7,-20.74,271.441,0,353,780,1120,0.03886129,4.23775,1.87403,0.03897563,0.03956193,0.0402462,0.04134635,0.04255175,0.04592249,0.06671965,0.08896004,0.09655975,0.07759314,0.07898922,0.08329364,0.09321769,0.09702194,0.05457755,0.04969813,0.01731643,0.01202219,0.006419016,0.004076934,0.002010188,0.000942489
1069,127,Northridge-01,1994,117,San Bernardino - E & Hospitality,303,23542,6.69,40,103,5,24.00556,108.18,108.29,-18.32,271.441,0,314,740,1040,0.0918282,6.08496,1.16037,0.09265873,0.09191817,0.09206569,0.09332453,0.0939869,0.09825468,0.104284,0.141553,0.167166,0.157365,0.198556,0.206239,0.265668,0.116387,0.07105687,0.04189624,0.02011959,0.01074107,0.006836939,0.003293021,0.001105438,0.000552159
1070,127,Northridge-01,1994,117,San Gabriel - E Grand Ave,528,90019,6.69,40,103,5,24.00556,38.86,39.31,4.71,401.37,1,318,639,2467,0.20867,10.2327,2.27069,0.21162,0.209459,0.216502,0.224478,0.231944,0.308613,0.372783,0.563206,0.51201,0.418646,0.381556,0.388657,0.383325,0.184307,0.13005,0.06173051,0.03858853,0.02000298,0.02188406,0.01026562,0.003838705,0.001758052
1071,127,Northridge-01,1994,117,San Jacinto - CDF Fire Sta,273,12673,6.69,40,103,5,24.00556,147.47,147.55,-9.64,271.441,0,NA,NA,NA,0.08373214,7.76891,1.46449,0.08444506,0.08403445,0.08430161,0.08520444,0.08568501,0.08628641,0.09522939,0.12963,0.200493,0.159688,0.229404,0.255327,0.221541,0.179492,0.08501852,0.08071171,0.05971013,0.01744592,0.008135887,0.006199202,0.001620692,0.000695837
1072,127,Northridge-01,1994,117,San Marino - SW Academy,338,24401,6.69,40,103,5,24.00556,34.55,35.02,4.57,379.43,1,320,1040,2073,0.134032,7.52308,0.963964,0.13458,0.135511,0.144923,0.13798,0.152278,0.21852,0.219286,0.377936,0.422484,0.369571,0.300732,0.200832,0.211426,0.153969,0.101345,0.0429006,0.01819681,0.0079168,0.003425564,0.001852326,0.000733167,0.000405912
1073,127,Northridge-01,1994,117,San Pedro - Palos Verdes,284,14159,6.69,40,103,5,24.00556,53.24,57.03,47.92,376.073,0,0,0,0,0.09740088,5.93537,0.727501,0.09836082,0.099501,0.100179,0.09941189,0.09937306,0.11753,0.131121,0.167435,0.205147,0.267498,0.282501,0.293972,0.232071,0.13093,0.07773318,0.02015626,0.01275171,0.006849384,0.003334029,0.001885399,0.000582842,0.000328393
1074,127,Northridge-01,1994,117,Sandberg - Bald Mtn,359,24644,6.69,40,103,5,24.00556,41.26,41.56,-138.19,821.68948,0,NA,NA,NA,0.09412123,10.2058,4.77935,0.09483171,0.09459634,0.09546927,0.09633343,0.09601496,0.09895211,0.10349,0.13063,0.167732,0.184272,0.221461,0.305508,0.276299,0.194873,0.127913,0.04557087,0.03432113,0.02324696,0.01883663,0.01586957,0.006422096,0.003186694
1075,127,Northridge-01,1994,117,Santa Barbara - UCSB Goleta,361,25091,6.69,40,103,5,24.00556,107.2,109.13,150.32,338.539,0,NA,NA,NA,0.07381373,6.95169,1.46433,0.07412554,0.07474592,0.07457194,0.07412858,0.07545798,0.07561217,0.08233527,0.118166,0.182386,0.217891,0.206298,0.217594,0.211842,0.170561,0.108498,0.05515108,0.02810718,0.01278957,0.01070867,0.007013951,0.001868669,0.000851106
1076,127,Northridge-01,1994,117,Santa Fe Springs - E.Joslin,570,90077,6.69,40,103,5,24.00556,48.06,50.22,19.2,308.64509,0,937,1958,4326,0.134975,7.76271,1.06082,0.137031,0.13576,0.13683,0.139263,0.157183,0.191215,0.272134,0.494907,0.472682,0.448242,0.377237,0.374833,0.23897,0.130509,0.07193284,0.0437725,0.03168549,0.009837361,0.006187212,0.002926921,0.000958868,0.000456185
1077,127,Northridge-01,1994,117,Santa Monica City Hall,348,24538,6.69,40,103,5,24.00556,17.28,26.45,67.36,336.2,1,813,1707,2654,0.590757,31.2153,10.5382,0.601908,0.605579,0.600027,0.621748,0.703517,0.952833,1.34276,1.23039,1.73514,1.48742,0.974665,0.779509,0.582867,0.47239,0.336731,0.273377,0.23012,0.08964918,0.04766588,0.03523965,0.01154988,0.006031659
1078,127,Northridge-01,1994,117,Santa Susana Ground,227,5108,6.69,40,103,5,24.00556,1.69,16.74,90,715.12,1,12,54,320,0.253035,16.0573,5.95705,0.2531,0.26461,0.306582,0.321798,0.360974,0.483001,0.586564,0.793064,0.882846,0.709805,0.690405,0.640966,0.434741,0.249302,0.199737,0.125355,0.110822,0.03280077,0.02125452,0.0159284,0.007693231,0.003852359
